id,date,title,text,author,tags,comic
11,2003-01-16,Addl. Blambot,"
Actually, I met Blambot guy (Nate Piekos) at ComicCon last year.  I got really shy, and I might have made him uncomfortable.  Only in the geek world is this possible, to swoon over a man who makes typefaces.


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/01/16/
12,2003-01-17,Enter the Dragon,"
I'm not sure if you've had a chance to check out Panzer Dragoon Orta yet, as it did only hit this Wednesday.  Good god.  Now, before I launch into full scale hyperbole about the game's divine heritage, we did make a comic about it that I found very amusing.


Because I have a very poor memory, it is often the case that I will be happy without knowing why.  This has happened with games prior to Panzer Dragoon Orta, which is a name I have already begun to tire of typing, so let's go with Panzer or Orta or PDO or something from now on.        


So I woke up yesterday and even droll hues seemed lively.  My English muffin was more English, yet at the same time muffiner.  I noticed my SimCity 4 manual, and though it too made a sound like music that wasn't it.  No, it was something with Dragons.       


I recall that Official Xbox Magazine - in a coverdisc they will never top again - put out their December issue with Splinter Cell and Panzer right on there.  I also remember that, while I liked Orta very much, it was not terribly difficult or scary unless you were a perhaps an adorable kitten and not a seasoned gamer.  Well, those days are over.  It may invigorate you when I say that they have jacked up the difficulty, jacked it up, sir, bring a teddy bear because you will require immediate comfort after each level.  PDO really seems like a nod to the shooter proponent, the old school, and it has the feel of a loving pet project.  It is also an unforgiving pain matron who delights in your misery!     


It's actually very nice to fall back into a fairly pure shoot-'em-up without stealth elements or squad-based tactics.  The game is like a vacation from complexity.  I'm not even saying complexity is bad, what I mean is that I think it is a development fad right now.  You can agree or not agree with that, I don't have any intention of keeping track.  There is also some discussion about whether or not the game has enough replay value, being a scant two hours in length.  For the record, I've played it for three hours, and I haven't even beaten it yet.  But shooters as a genre have always defied a mechanical formula of determining play time - ""One can complete all objectives and defeat the final boss within X hours.""  If you rent it and see it as a sort of two-hour tour through the luscious and surreal world they've created, you'll probably enjoy that very much.  But for someone who is into shooters, it's never A to B objective stuff.  It's, can I destroy every fighter of every wave in this level?  Can I get every power-up?  Success and even the game parameters are more personal, self-directed, to the genre advocate.        


Since reading Neuromancer at age twelve, William Gibson has always occupied a somewhat celestial position for me.  Two stars made up his glasses and another fifty-six made up his apocryphal typewriter.  The only reason I even knew there was a William Gibson in the first place was the game based on his work, so I guess that's one more thing to thank videogames for.  In any event, when looking for information about his new book Pattern Recognition, I stumbled upon what was apparently his personal site, with a tantalizing ""Blog"" link that was bereft of content at the moment.  Lo and behold, what should I notice over at the mysterious and sensual Emma's but a notice that Mr. Gibson had begun blogging in earnest.  A thousand joys!


(CW)TB out.


man, i'm tired of singin'
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/01/17/
13,2003-01-20,Pubic Works Project,"Our tireless efforts have resulted in yet another comic, which I hope will meet with your satisfaction.  Barring that, approval.  If that is also not possible, I would just ask that you not throw things at me and hurt my feelings.


It is true enough that SimCity 4 inspired the strip in question, but it order to speak with any clarity on the subject I think I would have to be better at the game.  I am remarkable as a mayor only insofar as I have left the most ruined lives in my wake.  When things start to go south for my town, I go south, literally, far enough south that no-one has ever heard my name or anything about the failed missile tests in Sailbourne.  Also, if anyone asks about the meltdown in Beringer I cock my head and look confused, as though I have only peripheral knowledge of language.  Reviews of the game have, thus far, been very favorable on the whole, so if you have any interest whatsoever in the design and maintenance of urban spaces you have probably met your match.  Two items come to mind.

Perhaps it is because I started this series with another person present, but I have never enjoyed playing these games alone as much as I enjoyed playing them with someone else.  The fundamentals are all there, and obviously the game is the same whether I have one, two, or five hundred chairs set in front of the machine.  Sim games are, by design I'm sure, comprised of a dense, perhaps coded sequence of victories and defeats.  Having another mind present lends itself to a sort of celebratory atmosphere where successes are amplified, while multiple perspectives on a given issue help resolve crises as they arise.
I forgot the other thing.  No, I've got it now.  Where is the Goddamn multiplayer?  I didn't expect it, I don't necessarily need it, but if you say I have it and then I go to play it and I get this:

""Soon you'll be able to get access to the new SimCityscape feature which will let you take your game to a new level! It's not quite ready yet, as we're still putting the finishing touches on it, but check back soon!""


Soon, huh?  With an exclamation point?  Now I'm twice as excited!!!!!!!


That's, uh, unacceptable.  You already missed a Christmas launch, guys.  You could have kept the game in the oven for another month and you wouldn't have heard boo out of me.  Now, who knows?  You might hear boo.  All I want from you people is for the things in the manual to actually be in the game.  This isn't me being some weirdo fuckhead out on some crazy website.  This is an actual customer who ferried your product home clutched like a childhood treasure.  Now meet me fucking halfway, you cocks.       


(CW)TB out.


not moles, crows, or ants are quite like you
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/01/20/
14,2003-01-21,CTS logo,"
Thanks for the heads up on the japanese characers in the CTS logo. The T-shirts and posters will all sport the new revised version of the logo.


Gabe out

",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2003/01/21/
15,2003-01-22,"Dude, Whoa","
We didn't know what to make of Infinium Labs' mysterious ""Phantom"" gaming console, but I'm reasonably sure we have accurately portrayed its origins.  Every new console has to go through this hazing procedure from us, even magical, spectral consoles like the Phantom which are made of ectoplasm.  Feel free to examine their site for clues on what exactly they're doing.   IGN pondered many of the same questions we did, it would appear.  It seems like it's essentially a sealed PC with a broadband service component that delivers retail games.  I mean, don't quote me on that.  They could be selling goats for all I know.  


Does everyone name their first SimCity Funkytown?  I have a suspicion that this is true.  What if you run that city into the ground, creating a hell on Earth that subverts God's divine plan?  When you wipe that town, do you name the new one New Funkytown?  I'm just wondering how common this is.   


To be honest, at the moment I'm sort of afraid to invest myself in another town.  Monkey and I had what we thought was a very nice town going, New Funkytown.  It was the sort of town one exhorts others to take them to.  We had some horses, some toxic chemical plants, in essence everything that makes America great.  After we'd been playing for a couple hours and really become invested in the welfare of those friendly horses the game crashed to desktop.  Now, this is a very different matter from the ""bluescreen/restarts your computer"" bug.  If you've been having that, it's because (as Safety Monkey sussed out after hours of trial and error) the game simply does not like Anti-Aliasing, no way no sir, so if you're having trouble running the game at all look to your advanced video card settings and see if you might have left it on.  When a game crashes to desktop with no error, though, no apparent reason, it gives one the impression that it could happen at any Goddamn time.  As often as not, under these circumstances I wait until a patch is released before playing it again, because I really don't want to hate my games.  A tiny bird told me that the ""Bonus Transportation CD"" I got when I bought the game can cause crashes under certain circumstances, maybe that's it, but when something says Bonus on it (Goddammit) that's supposed to mean something good.  I uninstalled and reinstalled just the game, I will tell you how it goes. 


Also:  I don't know if you have played the Joe Millionaire drinking game - obviously, if you aren't this tall, you can't ride this ride.  There are so many drink triggers in this show that the human mind could never unravel them all.  As soon as the show comes on, just start drinking until the show is over.  This is a game you can play with any show.  


(CW)TB out.


i am a bike thief
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/01/22/
16,2003-01-23,web comics,"
I don’t generally read other web comics. I mean I read PvP but that's about it. Today I got sidetracked though and ended up looking at about five or six different strips and I came to a conclusion... I don’t bitch nearly enough about how hard it is to make a comic strip.


I get mail all the time asking me for advice on how to start a web comic and I usually say the same thing to everyone. It's the same advice that I got from another artist when I was just a kid. “Draw every single day and when you get work, never miss a deadline.” In my opinion you either love to draw or you don’t. I always find it a bit strange when I see people (especially the ones that do this full time) bitching about what a hard job they have. I will admit that this can be a tough job sometimes. It certainly isn’t for people who like a steady income or job security. But it still doesn’t get any better than drawing for a living. 


So here is my advice to anyone starting a comic strip. First off, do it because you love it and because you feel like if you don’t get all the ideas in your head out on paper you might just explode. Second, make comic strips that YOU like and that YOU think are funny. Don’t listen to anyone else, remember you are doing this for yourself not them. Third, if you make a schedule like three times a week or, God help you daily you stick to it.  The best way to keep people coming back to your site is to update when you say you will without fail. You start missing days and people will stop coming, I guarentee . Don’t feel like you have to do a daily strip either. We aren’t all cartooning robots like Kurtz. If all you can do is three a week, then do three a week but don’t miss a beat. Last but not least, no one wants to here you bitch and moan about how your dogs kept you up last night so you didn’t have time to draw strip. This is either something you can do or it’s not. I swear to God sometimes I think Piro is about three sad girl drawings away from a complete breakdown. 


Anyway, that’s my advice. Take it for what you will. I’m not saying I have all the answers or even that there are answers when it comes to web comics and art but if this is really what you want do, then I think you could do a lot worse than following some of those tips.


-Gabe out




",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2003/01/23/
17,2003-01-24,Why The Hell Not,"
With humans in a mad rush to snap up movie licenses (an in some cases molest them), the acquisition of the Metroid movie rights seems like it could be a cause for celebration or alarm.  As it happens, there's another license out there now that we think could be a real blockbuster.  Get it?  Blockbuster.


I got The Getaway, and it's okay.  I keep playing it because I'm curious about the story and I like the accents, not because it screams ""I am a good game and must be played.""  I knew I would feel like this even before I bought it, in fact I think I said as much, so I should probably just admit I was right and take it back in.  I didn't bite on DOA: Extreme Beach Something, I think because I was already getting The Getaway when I knew I shouldn't have, but I don't doubt that it will be fine for what it is.  It's a toy where you earn money, via volleyball and otherwise, and then you buy more swimsuits for the laydays.  I am sure it is the best game of it's kind.  I just don't have room for it at the moment.


I'll tell you what, though.  Have you played this War Of The Monsters game?  The irascible Batjew brought this over last night and it's a Goddamn gem.  Here's the issue.  This game needs a) four player support, and b) online support like nobody's business.  Let's rewind for a second, though.  This is a PS2 game that looks good, and I don't mean ""looks good for a PS2 game.""  I mean it looks good in a completely unqualified way.  The presentation be hot, replete with Drive-In, Creature Feature shtick.  If the game had one of the features I mentioned, online or Quad-Tap, I honestly believe this is the kind of game people would dig out the PS2 for in a few years, and be like, ""You never played War of the Monsters, Bob?  You never played War of the Fucking Monsters?  We need to fix that shit right now,"" so on and so forth.  Two player is still, in my opinion, awesome.  All we're talking about here is the difference between awesome and classic.


So, do I need a whole gig?  Why, yes.  Yes I do.


(CW)TB out.


the first shall be last
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/01/24/
18,2003-01-27,Exultation,"
Here's the strip.  I'll get to it in a second.


The only good thing about driving somewhere is Depeche Mode's album Violator, and I'm willing to be fairly firm on this point.  The place we were going to go was not two hours away, as had been claimed, but rather five hours, according to cartographers, but what would they know about land, elevation, and distance.  


I sent Gabe a quick email yesterday from this place of abject despair.  Would I survive?  And who would care?  My corpse would feed the spooky, bare apple trees of the Methow Valley, permeated by packets of wireless data.  Arguably, more people would eat apples than read this site, so if I want my byproducts to reach the largest audience I should have dug a hole right there and just laid down in it.  These are the thoughts that occur to a person who has made their peace with eternity.    


I had brought along my Sidekick, which I am never without, in the hopes that I would be suspended in precious signal long enough each day to keep up with your world.  I have been meaning to extol the device in a post, as the device is a super big deal to me whenever I can get it away from Brenna.  However, it has become readily apparent to me that we are no longer allowed to like or enjoy things, because liking or enjoying things is evidence of collusion between ourselves and gigantic corporate identities.  I have absolutely zero inclination to engage in your part-time, pop nihilism.  Yes, yes, everything is quite droll and tiresome.  Nothing is worthy.  Everyone is a hypocrite and so forth.  Your parents don't understand you.  Get your account at the Something Awful forums, provided they don't just come free when you turn thirteen.     

In any event, my trip was essentially a point to point journey though every part of this state that has no cell access.  It was as though I was travelling straight down through the strata of the Earth, a sort of low-tech time travel.  I can tell you this much, the farther away you get from population centers - from civilization - the better the pie.  This pie was, I mean, it was what every pie longs, strains to become.  It represented the potential inherent in each pie.  It was superior in every way to oral sex.  I have been married for a while, so perhaps I should say it is better than the memory of oral sex.  I seem to recall it being pretty not so bad.


Oh yeah, Ain't It Cool Games.  I don't really care one way or the other.  


(CW)TB out.


nothing can stop me
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/01/27/
19,2003-01-28,Yow,"
Check out this ReadMe for the 1.3 Battlefield patch.  It's like a completely other game, look at some of this stuff.


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/01/28/
20,2003-01-29,Discontent,"
I just jumped on Mechassault to see if they had made liars out of us, but no, it's still true: the promised content for January is still missing.  This is an example of a topic I want to be wrong on, and the moment I become wrong I'll mention it here.     


On a whim, I called the Software Etc. in Bellevue to see if they had Devil May Cry 2 in stock.  When she said yes, it came as sort of a shock so I just said ""Okay,"" in a quiet voice and hung up.  Gabriel, enraged, asked why I hadn't reserved any copies.  I called again and asked to reserve the copies, but then I hung up again before I said who I was, so I had to call back.  We got the game home without incident.


So far I'm really enjoying it.  Sort of surprised to find that it was two discs, but I don't know that each one is completely full - you simply put in the disk for whatever character you want to play as.  In Gabe's case the discs were reversed, so we spent an hour or so waiting to play as Dante when we could have just swapped him in.  It's not that the other character (""Lucia"") isn't good, and play-wise they're nearly identical before upgrades.  It's the pistols we want.  What I'm looking for in a game is to shoot magic guns at two monsters while wearing a really striking coat.   


Here are the things I don't particularly like.  The camera gets really wonky more often than I want it to, routinely obscuring important shit, and while it keeps up with the protagonist quite well it seldom paints a truly useful scene when surrounded by enemies.  I don't like that, but it's no dealbreaker.  Most of the enemies are dispatched via a lock-on system, so getting a bead even on things you can't see isn't that tough.  The other thing, maybe it's conscious on their part, maybe it isn't, is that Dante's devil blood made him kind of a smart-ass the first time around and you don't see much of that here.  There were bosses that he had a sort of relationship with during the course of the game, which made for some interesting dialogue opportunities.  Dramatic speeches have, thus far, been fairly sparse.  Capcom dialogue has sometimes been unintentionally amusing, but that has always been part of the charm.  It is very fun as straight blaster, but they're either changing up the formula here or forgetting they made the first game, and I can't tell which.  


I'm not sure if you've seen the Coke commercial where there is a girl singing about how they should make an effort to keep things ""really real,"" or something, in any event her commitment to reality is considerable.  Then a rap guy busts out with some Philosophy 101 type shit about disparate interpretations of the real, based on a source reality we will call R.  This commercial, and indeed many commercials, give me the sensation that I am losing my mind.  I feel like the very act of watching them erodes my humanity.  Though, it is nice to know that ""real"" is now a code-word for facsimile.  I guess what I'm getting at is that I have a Tivo now, and if I never see another Goddamn Coke commercial it will be too soon. 

(CW)TB out.


each one a little morethan he would dare to try
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/01/29/
